Filename:,25FC01544-CC1_B4_C1-CH1_500.00mA_NAV_50.0C_00_LIV.csv
163.0,0.163118,1.2514,0.0537036434,53.703643400000004,1.8734429496761182,0.2795960999999956,0.2773569655999994,-7.240232000054858e-05
164.0,0.16413,1.25329,0.0539832376,53.983237599999995,1.8634778276033332,0.27547959999999705,0.281797222400001,-0.0005973290175996242
165.0,0.165125,1.25514,0.0542546026,54.2546026,1.8277945619335316,0.27959050000000474,0.2820267416000006,-0.00023473944319976912
166.0,0.166116,1.25692,0.0545424186,54.542418600000005,1.8522216674987984,0.2960414,0.27505342800000093,-0.0007757092304003308
167.0,0.167128,1.25885,0.0548466854,54.8466854,1.8650000000000297,0.3001540499999962,0.28705948520000096,-0.005211694534399849
168.0,0.168116,1.26065,0.0551427267,55.1427267,1.8331668331668607,0.2508125999999997,0.27778348879999876,-0.0015724226191993597
169.0,0.16913,1.26252,0.0553483106,55.3483106,1.8512974051895557,0.30015040000000326,0.27462529519999895,0.004107397428800195
170.0,0.17012,1.26436,0.0557430275,55.743027500000004,1.8297009630004493,0.2754796500000012,0.27870504840000015,0.0013676375871998763
171.0,0.171103,1.26613,0.0558992699,55.8992699,1.828171828171823,0.2713706000000009,0.27808178879999945,0.000747285855999694
172.0,0.172122,1.26802,0.0562857687,56.285768700000006,1.8435475834579076,0.3248192500000009,0.27133839879999927,-0.0023224588640006604
173.0,0.17311,1.26983,0.0565489084,56.5489084,1.8422366450324326,0.2508088999999991,0.2610088616000012,-0.003675048870400382
174.0,0.174125,1.27171,0.0567873865,56.787386500000004,1.8204613841524724,0.26314704999999705,0.28419736600000123,-0.0003087449455997677
175.0,0.175104,1.27346,0.0570752025,57.075202499999996,1.8034447821681872,0.27548334999999824,0.2894924684000005,-0.0028249088959996288
176.0,0.176099,1.27527,0.0573383532,57.3383532,1.8109452736317884,0.2590380500000009,0.2849535892000005,-0.00676626463039983
177.0,0.177114,1.2771,0.0575932786,57.5932786,1.789631106680055,0.2508126500000003,0.2839010683999993,-0.002348170161599769
178.0,0.178105,1.27886,0.0578399785,57.8399785,1.7664821338702037,0.24669990000000297,0.26887041439999887,0.008020462635200072
179.0,0.179101,1.28061,0.0580866784,58.086678400000004,1.765586034912675,0.3042611999999991,0.2754497663999987,0.008573586924799825
180.0,0.18011,1.2824,0.0584485009,58.4485009,1.7949999999999895,0.3207065,0.27498862399999985,0.00014614414880003858
181.0,0.181101,1.2842,0.0587280914,58.728091400000004,1.7891054472763177,0.2754796500000012,0.25587758040000086,-0.005037979617600122
182.0,0.182111,1.28598,0.0589994602,58.9994602,1.7749999999999695,0.26314704999999705,0.24170072119999972,-0.005564634753600253
183.0,0.183101,1.28775,0.0592543855,59.2543855,1.7875125881168863,0.28370879999999943,0.2631130047999998,-0.0021407066431999725
184.0,0.184097,1.28953,0.0595668778,59.5668778,1.7492566897918964,0.2919286499999991,0.28580738439999936,-0.0012660447967997727
185.0,0.185119,1.29128,0.0598382428,59.838242799999996,1.7483902922238956,0.2795905000000012,0.2864997552000003,-0.006348567867199875
186.0,0.186116,1.29306,0.0601260588,60.1260588,1.7380478087649525,0.22202920000000148,0.2727510864000013,-0.006961495033600386
187.0,0.187127,1.29477,0.0602823012,60.2823012,1.6915422885571516,0.19325129999999646,0.2591009992000003,0.004160516441599734
188.0,0.188126,1.29646,0.0605125614,60.512561399999996,1.7421953675730069,0.28370319999999793,0.2636410032000003,0.009788263929600234
189.0,0.189113,1.29823,0.0608497076,60.849707599999995,1.7482517482517743,0.2878103000000003,0.2665675088000004,0.0022222363920002875
190.0,0.190128,1.29996,0.061088182,61.088181999999996,1.7382617382616987,0.2795960500000021,0.26413308600000024,-0.003682063543999704
191.0,0.191115,1.30171,0.0614088997,61.4088997,1.733198585144027,0.26725795000000474,0.24554812199999962,-0.005883109422399929
192.0,0.192107,1.30339,0.0616226979,61.622697900000006,1.7074388417373791,0.22202920000000148,0.23716155599999825,-0.0034622397871998905
193.0,0.193118,1.30513,0.0618529581,61.8529581,1.702553830746044,0.2508125999999997,0.26475830719999965,0.0014140076736003206
194.0,0.194104,1.30679,0.0621243231,62.124323100000005,1.670822942643502,0.2713706000000009,0.2645917584000003,-0.0007741001664002827
195.0,0.195123,1.30848,0.0623956993,62.395699300000004,1.6699801192842976,0.2878177999999991,0.2589348479999998,-0.005805158128000816
196.0,0.196116,1.31015,0.0626999587,62.6999587,1.7060895822848394,0.2508088999999991,0.25989024720000053,-0.002500035440000562
197.0,0.19711,1.31187,0.0628973171,62.8973171,1.6981132075471692,0.21380929999999765,0.24433249600000054,0.0034625724720000607
198.0,0.19813,1.31357,0.0631275773,63.1275773,1.673286991062509,0.2590380500000009,0.249298230800002,0.0006508574080001392
199.0,0.199124,1.31524,0.0634153932,63.415393200000004,1.6857855361596754,0.2549178999999988,0.2641335888000024,-0.00036745585440006945
200.0,0.200135,1.31695,0.0636374131,63.637413099999996,1.6600199401794826,0.25080519999999495,0.2509439847999992,0.0016578616656005027
201.0,0.20113,1.31857,0.0639170036,63.917003599999994,1.6666666666666667,0.27959794999999943,0.24202900839999822,-0.001630319089599237
202.0,0.202127,1.32027,0.064196609,64.196609,1.6866267465069504,0.2302564500000024,0.25222716119999866,-0.0013863188847993682
203.0,0.203134,1.32195,0.0643775165,64.3775165,1.624874623871573,0.2302490000000077,0.242883539999999,-6.955369759975882e-05
204.0,0.204121,1.32351,0.064657107,64.65710700000001,1.6244939271254915,0.27959420000000534,0.23774955359999775,-0.004966316521601031
205.0,0.20511,1.32516,0.0649367049,64.93670490000001,1.6558279139570509,0.2138092999999941,0.2601189079999984,-0.004121994985601294
206.0,0.20612,1.32682,0.0650847256,65.0847256,1.6458229114557348,0.24669989999999586,0.25827976400000124,0.0018286012511996492
207.0,0.207109,1.32845,0.0654301047,65.4301047,1.6550348953140461,0.2960414,0.2506481904000015,-0.0024786281311998536
208.0,0.208126,1.33014,0.0656768084,65.6768084,1.6674962667994864,0.18913299999999822,0.24873858480000274,-0.0017537649839996323
209.0,0.209118,1.3318,0.0658083707,65.8083707,1.6244939271254688,0.21380184999999585,0.23874037960000213,0.008406863526400705
210.0,0.210102,1.33335,0.0661044121,66.10441209999999,1.6241879060469617,0.3083758000000003,0.2275243095999984,0.0038732985648006766
211.0,0.211119,1.33505,0.0664251223,66.4251223,1.626056688214773,0.25081260000000327,0.24324623199999792,-0.004137423523199952
212.0,0.212113,1.33662,0.0666060373,66.6060373,1.5944195316391907,0.27137249999999824,0.2457130599999988,-0.005927429241600098
213.0,0.213126,1.33825,0.0669678673,66.9678673,1.6258129064532136,0.24258720000000267,0.21745636959999956,-0.009189109260799954
214.0,0.214112,1.33987,0.0670912117,67.0912117,1.6287303995953644,0.18913670000000593,0.24400182880000137,-0.004196851617600711
215.0,0.215103,1.34147,0.0673461407,67.3461407,1.5810473815461878,0.22614374999999853,0.26534990040000156,0.006069316198399194
216.0,0.216117,1.34304,0.0675434992,67.5434992,1.6019900497512347,0.24669989999999586,0.2420939559999997,0.005018486185600272
217.0,0.217113,1.34469,0.0678395405,67.8395405,1.594634873323376,0.23436544999999853,0.24285263319999864,-0.003677953879999236
218.0,0.21813,1.34625,0.0680122301,68.0122301,1.5637450199203822,0.20147115000000326,0.22153633560000013,0.0014270055296005516
219.0,0.219121,1.34783,0.0682424828,68.2424828,1.5901060070671225,0.2631470500000077,0.20499121640000198,0.00654684837439983
220.0,0.220111,1.3494,0.0685385242,68.53852420000001,1.5810473815460988,0.2590306499999997,0.2319981195999992,-0.003455201416000888
221.0,0.221126,1.351,0.0687605441,68.7605441,1.5886454183266985,0.21791459999999319,0.25074541039999865,-0.006536047224000562
222.0,0.222119,1.35259,0.0689743534,68.9743534,1.5858585858585381,0.23848189999999647,0.24169960720000086,-0.007139764383999456
223.0,0.223106,1.35414,0.0692375079,69.2375079,1.5810473815462096,0.19735839999999882,0.22373980320000147,-0.0051217740831990405
224.0,0.224124,1.35576,0.0693690702,69.3690702,1.5744892874937906,0.18502400000000563,0.24107399680000088,0.006201375449599764
225.0,0.225113,1.3573,0.0696075559,69.60755590000001,1.5576635047428877,0.26315079999999824,0.24117277279999877,0.006952891996799111
226.0,0.226127,1.35888,0.0698953718,69.89537179999999,1.5737051792829084,0.29192489999999793,0.2292344199999976,-0.0013187905087999833
227.0,0.227121,1.36046,0.0701914057,70.1914057,1.5744466800803962,0.24258720000000267,0.23120840159999864,-0.005429348831999644
228.0,0.228115,1.36201,0.0703805462,70.3805462,1.571641051065873,0.18913669999999883,0.21064826080000143,-2.9938782399897556e-05
229.0,0.229138,1.36363,0.0705696791,70.5696791,1.5461346633417132,0.23847444999999823,0.22505579160000241,0.002365979175999963
230.0,0.23012,1.36511,0.0708574951,70.8574951,1.5218483174284778,0.2549253500000006,0.2359106395999989,-0.003381349897600249
231.0,0.231129,1.36666,0.0710795298,71.0795298,1.526946107784458,0.23436914999999914,0.2267333579999974,-0.003264713648000063
232.0,0.232124,1.36817,0.0713262334,71.32623339999999,1.5516372795969733,0.23847444999999823,0.22321387959999892,-0.0030081115375995126
233.0,0.233114,1.36974,0.0715564787,71.5564787,1.5376934598102667,0.18502400000000563,0.21311600719999962,-9.76399998370292e-08
234.0,0.234127,1.37125,0.0716962814,71.6962814,1.501246882792991,0.24258720000000267,0.22864272400000119,0.0034405378863993164
235.0,0.235119,1.37275,0.0720416531,72.0416531,1.5065722952477105,0.19324574999999555,0.2266686524000017,-0.0022808371904005477
236.0,0.236105,1.37423,0.0720827729,72.0827729,1.5116857284933538,0.17680599999999203,0.21719416639999958,-0.005329483001599831
237.0,0.23713,1.37579,0.0723952651,72.39526509999999,1.507188894397593,0.24258714999999853,0.22160140519999896,-0.0025727351215992567
238.0,0.238122,1.37727,0.0725679472,72.56794719999999,1.516966067864233,0.20558385000000357,0.21341193800000025,0.0008660140480009673
239.0,0.239134,1.37883,0.0728064328,72.8064328,1.5415415415415274,0.22203475000000594,0.2207131547999992,-0.0005229815711999434
240.0,0.24012,1.38035,0.0730120167,73.0120167,1.509625126646413,0.20558015000000296,0.22104213719999963,-0.00010624022720087156
241.0,0.241108,1.38181,0.0732175931,73.2175931,1.4835164835165502,0.20146744999999555,0.20699783159999935,0.0032753409679995736
242.0,0.242122,1.38332,0.0734149516,73.4149516,1.5049999999999772,0.23847819999999587,0.20203111359999917,-0.00010115055039996124
243.0,0.243108,1.38482,0.0736945495,73.6945495,1.5092453773112426,0.22614374999999853,0.20831515640000187,-0.001921140531199867
244.0,0.244123,1.38634,0.0738672391,73.86723909999999,1.475409836065632,0.2179146000000003,0.205682995200003,-0.0023468882143996544
245.0,0.245121,1.38779,0.0741303787,74.1303787,1.4629258517034254,0.2672560500000074,0.19903597239999915,-0.007146729956800071
246.0,0.246119,1.38926,0.0744017512,74.4017512,1.5107553776888551,0.1809112500000012,0.2245936243999991,-0.006603268704000412
247.0,0.24712,1.39081,0.0744922012,74.4922012,1.5156092648539656,0.14391164999999262,0.22462818840000023,0.0021555314992006223
248.0,0.248105,1.39227,0.0746895745,74.68957449999999,1.469696969696967,0.23436920000000327,0.21239151759999925,0.004647099492800853
249.0,0.2491,1.39372,0.0749609396,74.9609396,1.476143141153161,0.18502400000000563,0.2102203032000014,0.002850054926399157
250.0,0.250117,1.39524,0.0750596225,75.0596225,1.4682539682538818,0.18091124999999408,0.20380726600000162,0.006002281638399211
251.0,0.251116,1.39668,0.0753227621,75.32276209999999,1.4186507936507131,0.27547780000000444,0.18463033279999855,0.00014191145920032167
252.0,0.252133,1.3981,0.0756105781,75.61057810000001,1.4420686225759056,0.20147115000000326,0.18634151239999788,-0.008443287233600072
253.0,0.253127,1.39958,0.0757257044,75.7257044,1.4766449020593342,0.18502394999999439,0.2141688204000023,-0.00743587610239961
254.0,0.254124,1.40104,0.075980626,75.980626,1.4591633466134775,0.19736215000000357,0.21025333800000215,-0.003931640830399639
255.0,0.255135,1.40251,0.0761204287,76.1204287,1.4385614385614327,0.16858059999999853,0.2169967615999975,-0.0008651965664008107
256.0,0.256126,1.40392,0.0763177872,76.3177872,1.4628057913130967,0.19735844999999586,0.22163451240000018,0.0028138275967996168
257.0,0.257138,1.40544,0.0765151456,76.5151456,1.467935871743427,0.19735839999999882,0.19420175679999999,0.006651684374400827
258.0,0.258122,1.40685,0.076712504,76.712504,1.4552804446690153,0.23025275000000534,0.18729494839999836,0.0035888463968002902
259.0,0.259117,1.40832,0.0769756511,76.97565110000001,1.4307004470938958,0.23436550000000267,0.18206543760000232,0.0007067702847987887
260.0,0.260135,1.40973,0.077181235,77.181235,1.4228855721393372,0.22614374999999143,0.19384060919999968,-0.002338803545600105
261.0,0.261127,1.41118,0.0774279386,77.42793859999999,1.4465725806452474,0.18913669999999883,0.20420131119999843,-0.009136420316799072
262.0,0.262119,1.4126,0.0775595084,77.5595084,1.4264413518886225,0.1809112500000012,0.20314862919999957,-0.006299378633599961
263.0,0.263139,1.41405,0.0777897611,77.78976109999999,1.4142928535731358,0.18091499999999883,0.20479369600000108,0.0006204058656003288
264.0,0.26412,1.41543,0.0779213384,77.9213384,1.4342828585706966,0.160355150000008,0.2025909747999993,0.0038682958319999094
265.0,0.26514,1.41692,0.0781104714,78.11047140000001,1.4378109452736925,0.23025274999999823,0.20992571159999654,0.001110963990399174
266.0,0.26613,1.41832,0.0783818439,78.38184389999999,1.4155712841254224,0.20558384999999646,0.19025408760000143,-0.00298808096479988
267.0,0.267118,1.41972,0.0785216391,78.5216391,1.4064837905236889,0.18502399999999852,0.18397184160000166,-0.002303585251199374
268.0,0.268135,1.42114,0.0787518919,78.75189189999999,1.3943028485756537,0.1726895500000012,0.19189876119999996,0.0009230506975998005
269.0,0.269119,1.42251,0.0788670182,78.8670182,1.4214214214213985,0.18502769999999913,0.19785267360000153,0.004277633550399248
270.0,0.270133,1.42398,0.0791219473,79.12194729999999,1.4071856287425333,0.24258719999999556,0.1986433543999994,-0.0018088142447994962
271.0,0.271123,1.42533,0.0793521926,79.3521926,1.372549019607818,0.176798550000008,0.1743026115999988,-0.005134383575999149
272.0,0.272122,1.42671,0.0794755444,79.4755444,1.423611111111063,0.1768022500000015,0.17502577160000107,0.0017311639391998747
273.0,0.273139,1.4282,0.0797057971,79.7057971,1.4328507239141806,0.21380184999999585,0.1738078028000017,0.0026850061839998928
274.0,0.274125,1.42958,0.0799031481,79.9031481,1.4054600606673575,0.2179183000000009,0.1946946599999995,-0.003737800819200299
275.0,0.275117,1.43098,0.0801416337,80.1416337,1.3672654690618546,0.1603588500000015,0.20818114039999824,-0.008241470062400384
276.0,0.276129,1.43232,0.0802238658,80.2238658,1.3750000000000138,0.12335184999999882,0.1834793100000009,-0.004449832855999561
277.0,0.277117,1.43373,0.0803883374,80.3883374,1.4028056112224032,0.17680230000000563,0.1856836032000009,0.0006037712432002235
278.0,0.278125,1.43512,0.0805774704,80.57747040000001,1.3891675025076065,0.16035140000000325,0.19969474320000058,0.005551795291199265
279.0,0.279111,1.4365,0.0807090402,80.7090402,1.3938165230613415,0.21791454999999615,0.19443332440000036,0.005286712489599551
280.0,0.280098,1.43787,0.0810132995,81.0132995,1.354999999999994,0.2138092999999941,0.17427081919999954,-0.002305815121599622
281.0,0.281111,1.43921,0.0811366588,81.13665879999999,1.358695652173948,0.16447159999999883,0.17117662879999943,-0.0019415712415993642
282.0,0.282122,1.44062,0.0813422427,81.3422427,1.3875123885034124,0.18091500000000593,0.1714387544000013,0.0024025263472002628
283.0,0.283129,1.44201,0.0814984888,81.4984888,1.3600000000000267,0.21380555000000356,0.1701232435999991,0.0010415430927994695
284.0,0.284122,1.44334,0.0817698538,81.7698538,1.3487669854051678,0.20558384999999646,0.18801652519999812,-0.004444867065600572
285.0,0.285116,1.44469,0.0819096565,81.9096565,1.3702042850024814,0.18502774999999616,0.1802871299999993,-0.006337740020799695
286.0,0.286129,1.44609,0.0821399093,82.1399093,1.3383084577114754,0.18913299999999822,0.1807169479999992,-0.005337102503999318
287.0,0.287126,1.44738,0.0822879225,82.2879225,1.3387015601408843,0.13568250000000148,0.18114346320000185,-0.0036480536512002283
288.0,0.288116,1.44875,0.0824112743,82.4112743,1.3763763763762804,0.15213339999999675,0.18745951280000075,0.0018863286223992585
289.0,0.289124,1.45013,0.0825921893,82.59218929999999,1.3529705441836974,0.18090755000000058,0.19565056119999735,0.003942393763199903
290.0,0.290119,1.45146,0.0827730894,82.7730894,1.3313462493790527,0.16034770000000265,0.18068220959999906,0.0027964669104002596
291.0,0.291137,1.45281,0.0829128847,82.91288469999999,1.3303437967114975,0.2014748999999938,0.16745922480000183,0.0033331442400005382
292.0,0.292126,1.45413,0.0831760392,83.17603919999999,1.338383838383834,0.15624240000000356,0.15091458480000206,0.003071851966400099
293.0,0.293117,1.45546,0.0832253695,83.2253695,1.352295409181628,0.1726932500000018,0.15170267079999944,-0.0007925155232004588
294.0,0.29413,1.45684,0.0835214257,83.5214257,1.334999999999974,0.2261436999999944,0.1641025903999988,-0.008287742891199625
295.0,0.295117,1.45813,0.0836776569,83.67765689999999,1.3104135525660972,0.16857310000000325,0.17706476479999902,-0.011032556423999097
296.0,0.296137,1.45947,0.0838585719,83.8585719,1.3466334164589402,0.1480244500000083,0.17847892839999974,-0.006248235043200003
297.0,0.297122,1.46083,0.0839737058,83.9737058,1.344792719919028,0.13979900000000356,0.18459751520000106,0.0018560404543990197
298.0,0.298115,1.46213,0.0841381699,84.13816990000001,1.3021868787275481,0.12745704999999674,0.18469779799999997,0.007780902849599259
299.0,0.299134,1.46345,0.0842286199,84.2286199,1.3078070611636756,0.1644678499999941,0.17025419240000086,0.005271019504000166
300.0,0.300126,1.46476,0.0844671056,84.4671056,1.3159216474134168,0.20970034999999854,0.15239426680000184,0.0016526637760006114
301.0,0.301125,1.46607,0.0846480206,84.6480206,1.3300248138957966,0.16034765000000561,0.1458831812000019,0.0038096398784001296
302.0,0.302141,1.46744,0.0847878009,84.78780090000001,1.3233830845771597,0.22614374999999853,0.15529027399999978,-0.002447042731200347
303.0,0.303135,1.46873,0.0851003081,85.10030809999999,1.2956478239118725,0.17269329999999883,0.17032249439999866,-0.01233356248159983
304.0,0.30414,1.47003,0.0851331875,85.1331875,1.3049999999999995,0.1110062000000056,0.17785508479999884,-0.009147584534399587
305.0,0.305135,1.47134,0.0853223205,85.3223205,1.3289540171804926,0.14802439999999706,0.1619664216000008,-0.0007963324495999857
306.0,0.306119,1.47266,0.0854292363,85.4292363,1.3071895424836155,0.14390794999999912,0.1709434892000012,0.006641592854399836
307.0,0.307124,1.47394,0.0856101364,85.6101364,1.280120481927594,0.18502769999999913,0.1913402655999981,0.008453223454399908
308.0,0.308111,1.47521,0.0857992917,85.7992917,1.296111665004948,0.2097003000000015,0.14963147519999853,0.0035387687631999133
309.0,0.30913,1.47654,0.086029537,86.029537,1.2924151696607566,0.1644641500000006,0.13367629160000047,-0.003867897959999974
310.0,0.310115,1.4778,0.08612822,86.12822,1.271529888551187,0.08634105000000147,0.14864715319999994,-0.0029568040304002673
311.0,0.311104,1.47905,0.0862022191,86.20221910000001,1.2885572139303867,0.20146739999999852,0.1579220552000005,0.0010769161039989128
312.0,0.312125,1.48039,0.0865311548,86.5311548,1.3056379821958184,0.2179182999999938,0.17699947840000174,-0.010210078926400336
313.0,0.313126,1.48169,0.0866380557,86.6380557,1.3102409638554264,0.10279194999999675,0.17351368280000168,-0.011680450399998854
314.0,0.314117,1.483,0.0867367387,86.73673869999999,1.283716283716262,0.12334810000000118,0.16959640799999964,0.0032460157200011547
315.0,0.315128,1.48426,0.0868847519,86.8847519,1.2825651302604701,0.14802440000000416,0.14880712719999992,0.01019342723680046
316.0,0.316113,1.48556,0.0870327875,87.0327875,1.2456228114057712,0.1644678500000012,0.161043961999998,0.008072431769600114
317.0,0.317127,1.48675,0.0872136876,87.2136876,1.2481278082875218,0.18913300000000532,0.1610441295999961,0.0008544901887995709
318.0,0.318116,1.48806,0.0874110535,87.41105350000001,1.3340070742799213,0.1603588500000015,0.125948444399999,-0.003241603083201115
319.0,0.319106,1.48939,0.0875344053,87.5344053,1.3069604406610111,0.20969284999999616,0.1346998572000025,-0.006619128344000695
320.0,0.320113,1.49067,0.0878304392,87.8304392,1.2481203007519162,0.13568250000000148,0.15331803760000332,-0.006627518502400143
321.0,0.321101,1.49188,0.0878057703,87.8057703,1.229467396714746,0.11101364999999674,0.17127638040000165,-0.002892961284800305
322.0,0.322122,1.49314,0.0880524665,88.0524665,1.2506203473944761,0.16857314999999318,0.16568282440000126,-0.007229814273599487
323.0,0.323116,1.4944,0.0881429166,88.14291659999999,1.2437059415912435,0.11101740000000149,0.15653840319999932,-0.0029385522527983978
324.0,0.324108,1.49561,0.0882745013,88.2745013,1.2437810945273293,0.12746825000000683,0.16173448999999768,0.009769649913600893
325.0,0.325126,1.4969,0.0883978531,88.3978531,1.263681592039787,0.16446780000000416,0.13775517839999946,0.011262582411199517
326.0,0.326118,1.49815,0.0886034369,88.6034369,1.2518703241895455,0.19324939999999913,0.13305238800000008,0.000755347102399118
327.0,0.327131,1.49941,0.0887843519,88.7843519,1.2518703241895455,0.13568254999999851,0.14140863399999773,-0.006635140846400718
328.0,0.328123,1.50066,0.088874802,88.874802,1.252505010020126,0.1397915499999982,0.12104888839999955,-0.004779991492800408
329.0,0.329127,1.50191,0.089063935,89.063935,1.2462760675271949,0.15624239999999645,0.1313130504000028,-0.006672229358399838
330.0,0.330137,1.50317,0.0891872868,89.1872868,1.2162162162161825,0.13568250000000148,0.1606858368000013,-0.006070356654399527
331.0,0.331125,1.50434,0.0893353,89.3353,1.216421692853612,0.13157355000000592,0.16676888039999987,-0.001138315201600127
